business_name,inspection_score,Year,NumberofLocations,Weekend
MILANO'S PIZZA,81,2008,74,False
SULLIVAN ARENA N E,100,2003,19,False
HOLIDAY INN EXPRESS - POOL,100,2003,37,False
CARRS #1817 - DELI,93,2005,72,False
PEGGYS RESTAURANT,88,2017,86,False
OUTBACK STEAKHOUSE REST.,88,2000,124,False
SAMURAI SUSHI,74,2007,119,False
MILLENIUM HOTEL - FLYING MACHINE,71,2006,123,False
MULDOON ELEMENTARY SCHOOL,100,2015,40,False
SAPPORE -ANTHC,84,2017,11,False
PIZZA OLYMPIA,95,2002,69,False
"ALASKA CLUB (SPA-WOMEN'S), THE SUMM",100,2018,25,False
FAIRFIELD INN & SUITES -  POOL,100,2006,22,False
HOLIDAY STATION STORE #629 SNACK,100,2004,27,False
COSTCO WHOLESALE #63 - MEAT,92,2007,26,False
TACO BELL #2181,94,2006,35,False
VILLAGE INN #3,87,2016,79,False
WESTMARK - SOLSTICE CAFE,89,2008,47,False
RAVENWOOD ELEMENTARY CAFETERIA,99,2000,37,False
GLACIER BOWL,78,2017,29,False
NEW SAGAYA MIDTOWN - GROCERY,100,2003,29,False
10TH & M SEAFOODS,92,2016,17,False
ANCH HILTON HEALTH CLUB - POOL,100,2000,31,False
MCLAUGHLIN YOUTH CENTER,89,2007,35,False
CAFFE DARTE - CAMELOT,96,2016,25,False
KIDS' CORP - MULDOON,84,2007,51,False
MCDONALD'S,98,2006,646,False
FISHALICIOUS -S,100,2016,5,False
DENA A COY KITCHEN,100,2016,14,False
NMS DBA FLAMIN RAVEN,92,2017,8,False
RALF'S SPORTS BAR,98,2006,15,False
KALADI BROTHERS COFFEE - DOWNSTAIRS,91,2015,30,False
CAMP FIRE - ALPENGLOW,95,2007,36,False
VFW POST 9785,96,2002,50,False
FROTH & FORAGE,98,2017,7,False
SPENARD ROAD HOUSE,92,2009,53,False
KASUUN ELEMENTARY,95,2008,36,False
BURGER JIM #1,87,2016,101,False
CLITHEROE REHAB CENTER,97,2017,55,False
JIMMY SUSHI,82,2016,43,False
COMMON GROUNDS ESPRESSO LLC,92,2017,29,False
SUBWAY OF ALASKA #17981,92,2006,41,False
SUBWAY OF ALASKA #10986,86,2005,50,False
SLEEPY DOG COFFEE CO,89,2008,68,False
BPX EXPLORATION CAFE,97,2018,43,False
CARRS #1802 - RETAIL MEAT,94,2000,23,False
CAPTAIN COOK - FLETCHER'S,97,2000,31,True
PEKING WOK,94,2002,271,False
ANNA'S HEALTH FOODS,100,2003,15,False
GOLDEN DONUTS #2,90,2008,53,False
CARRS #1817 - ORIENT EXPRESS,93,2006,53,False
UNCLE JOE'S PIZZERIA #5,92,2008,36,False
CARRS #1817 - BAKERY,89,2006,45,False
PITA PIT - TAKAHTNU COMMONS,82,2015,15,False
KIDS' CORP - EAST,100,2001,28,False
TWIGS-CATERER,94,2017,12,False
MCDONALD'S,87,2009,646,False
LAHN PAD-THAI RESTAURANT,100,2015,102,False
CARRS #1805 - RETAIL MEAT,93,2004,27,False
KOREAN RICE CAKE CO,94,2007,49,False
SOUTH CENTRAL EMPLOYEE FAMILY CENTE,100,2015,32,False
RED ROBIN BAR DIMOND,91,2002,19,False
TACO BELL #21535,97,2004,29,False
CROSTINI CAFE,91,2007,53,False
CHUGACH OPTIONAL ELEMENTARY SCHOOL,100,2001,38,False
KALADI BROTHERS COFFEE - DOWNSTAIRS,98,2001,30,False
SOUTHSIDE BISTRO,97,2017,59,False
KING CAREER CENTER EARLY CHILDHOOD,100,2008,25,False
UNCLE JOE'S PIZZERIA #2,95,2002,36,False
HULA HANDS RESTAURANT,87,2007,181,False
"PERFECT CUP PLUS, THE",89,2006,91,False
PEKING WOK,91,2009,271,False
CARRS #1807- RETAIL MEAT,98,2009,23,False
KIDS' CORP - MULDOON,79,2008,51,False
LONG BRANCH SALOON,92,2009,91,False
ORSO,87,2007,39,False
GALLO'S MEXICAN RESTAURANT,86,2009,274,False
CREEKSIDE ELEMENTARY SCHOOL,100,2004,39,False
MOOSE'S TOOTH PUB & PIZZERIA,90,2000,60,False
TOFU HOUSE RESTAURANT,93,2016,28,False
URBAN SUSHI SPOT,89,2016,36,False
TACO BELL #21535,92,2015,29,False
RONNIE,86,2016,95,False
ESPRESSO ESPRESSIONS CAFE & EATERY,80,2016,110,False
DRAGON RESTAURANT,85,2001,191,False
SILVERTIP GRILL,100,2008,62,False
BELLA VISTA,82,2007,56,False
5TH AVENUE DELI,88,2018,70,False
NEW SAGAYA CITY MARKET - FISH,95,2002,21,False
CAPONE'S PIZZA,89,2000,61,False
STARBUCKS COFFEE CO #17941,96,2017,12,False
BPX EXPLORATION CAFE,88,2007,43,False
FRED MEYER - BAKERY,100,2009,88,False
CHUGIAK HIGH SCHOOL,100,2000,42,False
WALGREENS,100,2017,42,False
CHUGIAK EAGLE RIVER SENIOR CENTER - AL,91,2016,30,False
GLACIER BREWHOUSE - BAR,94,2007,22,False
HOLIDAY STATIONSTORE #602 DELI,100,2008,46,False
MOCHA MASTERS,100,2002,29,False
ALASKA FIREWEED,100,2017,6,False
CABO COFFEE C ST,96,2016,10,False
SOUPER BOWL,91,2016,59,False
SERVICE HIGH SCHOOL,100,2017,42,False
CAMP FIRE - NUNAKA VALLEY,100,2017,43,False
CARRS #1802 - SALAD BAR,93,2000,29,False
MCDONALD'S,95,2002,646,False
PIPER'S RESTAURANT,88,2017,113,False
NORTHERN LIGHTS PRESCHOOL & CHILD CARE,91,2017,25,False
WAL-MART CONV. STORE #2070,95,2001,25,False
UNCLE JOE'S PIZZERIA #5,92,2006,36,False
CHEPO'S-BAR,96,2017,26,False
JOJO'S HYPER BEAN LLC,96,2017,11,False
BOBBY'S CAFE,90,2016,55,False
CENTRAL MIDDLE SCHOOL,92,2004,42,False
KIDS' CORP - MULDOON,91,2008,51,False
O'MALLEY ELEMENTARY SCHOOL,100,2017,37,False
FRED MEYER - RETAIL STORE,98,2003,49,False
ZORBAS GYROS,89,2015,23,False
NEW SAGAYA MIDTOWN MARKET - SALAD,95,2006,41,False
PIPER'S RESTAURANT,93,2008,113,False
SUBWAY OF ALASKA #23397,100,2015,52,False
AJ'S RIB-A-GO-GO,90,2016,28,False
SUBWAY OF ALASKA #4802,90,2006,37,False
PEGGYS RESTAURANT,87,2007,86,False
MORNING STAR CHRISTIAN SCHOOL,94,2006,35,False
HOLIDAY STATIONSTORE #614,100,2009,39,False
CARRS #1812 - SALAD BAR,100,2007,36,False
PIZZA PLAZA,66,2006,90,False
"ALASKA CLUB EAST - DECK, THE",100,2004,46,False
JALAPENOS MEXICAN RESTAURANT,91,2009,104,False
L'AROMA BAKERY & DELI - RESTAURANT,90,2006,161,False
"ALASKA CLUB (SPA-WOMEN'S), THE SUMM",100,2006,25,False
ROCKY MOUNTAIN CHOCOLATE FACTORY,100,2016,7,False
DOUBLE MUSKY INN BAR,100,2004,15,False
DIMOND HIGH SCHOOL,99,2009,34,False
ROMANO'S,95,2017,54,False
PAPA MURPHY'S,100,2005,110,False
FRED MEYER - BAKERY,94,2002,88,False
RONNIE,90,2006,95,False
5TH AVENUE DELI,90,2005,70,False
BAYSHORE ELEMENTARY SCHOOL,94,2007,40,False
UAA - CUDDY CENTER,94,2001,57,False
SUBWAY -WAL-MART DEBARR,86,2015,19,False
CARRS #1817 - SALAD BAR,96,2002,35,False
CARRS #1802 - GROCERY,90,2003,32,False
WAL-MART STORE #4359 - BAKERY,92,2017,11,False
BAYSHORE ELEMENTARY SCHOOL,100,2008,40,False
MIKE'S QUALITY MEATS,88,2017,47,False
CARRS #1807 - BAKERY,91,2001,33,False
CARRS #1813 - RETAIL FISH,100,2008,26,False
FRED MEYER - RETAIL MEAT,95,2002,77,False
ANCH HILTON - BANQUET ROOM,98,2001,29,False
CARRS #1807 - GROCERY,98,2015,36,False
MCDONALD'S,93,2017,646,False
H2OASIS INDOOR WATERPARK RESTAURANT,94,2017,95,False
SULLIVAN ARENA SW PORT,99,2004,19,False
CARRS #1812 - RETAIL MEAT,100,2007,25,False
MT VIEW RED APPLE MKT - MEAT,99,2004,32,False
CARRS #1807 - BAKERY,99,2017,33,False
"NEW CENTRAL MARKET PROCESSING, THE",81,2004,98,False
ANCHORAGE MONTESSORI SCHOOL,100,2015,18,False
T.G.I. FRIDAYS,83,2016,68,False
TEMPURA EXPRESS,84,2017,40,False
VIP DBA YOUNG BIN RESTAURANT,88,2008,115,False
BRIGHT BEGINNINGS EARLY LEARNING,94,2008,134,False
KIDS' KITCHEN - Fairview,97,2005,27,False
I LOVE BERRY,87,2017,30,False
LOS ARCOS RESTAURANT,81,2006,79,False
COSTCO #63 - PIZZA & DELI,100,2005,37,False
CAMP FIRE - DENALI,100,2007,30,False
ROSCOE'S SOUL FOOD,98,2016,24,False
URSA MAJOR,100,2017,40,False
MCDONALD'S,100,2002,646,False
UPPER 1,96,2017,23,False
"COAST PIZZERIA, INC",91,2015,29,False
CALIENTA,94,2016,7,False
CROSSROADS ASSISTED LIVING,89,2016,11,False
ROMANO'S,89,2009,54,False
RONNIE SUSHI 2,80,2016,79,False
URSA MAJOR,100,2002,40,False
DENALI ELEMENTARY SCHOOL,100,2006,36,False
"ALASKA QUALITY CARE, LLC",88,2016,16,False
ARBY'S,99,2000,128,False
TURKISH DELIGHT,95,2016,8,False
ARBY'S - EAGLE RIVER,94,2017,74,False
CAMP FIRE - ABBOTT LOOP,100,2007,32,False
PEANUT FARM SPORTS BAR & GRILL,93,2016,50,False
GREENWOOD LODGE ADULT DAYCARE,96,2016,15,False
NEW SAGAYA CITY MARKET - MEAT,100,2004,21,False
HEALTHWISE CARE CENTER,100,2016,9,False
FOUNTAIN CHEVRON GROCERY,96,2016,15,False
WESTMARK - SOLSTICE CAFE,96,2008,47,False
SICILY'S PIZZA,98,2007,323,False
DENALI ELEMENTARY SCHOOL,100,2008,36,False
WILLOW CREST ELEMENTARY SCHOOL,100,2002,37,False
SULLIVAN ARENA S W (Subway Kiosk),100,2006,15,False
HOLIDAY STATIONSTORE #632 SNACK,100,2009,34,False
DING HOW RESTAURANT,78,2006,196,False
12-100 COFFEE & COMMUNITIES,100,2017,11,False
PIZZA MAN #1,97,2007,83,False
MCDONALD'S,92,2004,646,False
THAI VILLAGE RESTAURANT,93,2006,85,False
TACO KING,93,2004,115,False
"ALASKA CLUB SOUTH, THE - SPA",100,2003,55,False
QDOBA RESTAURANT CORP,93,2017,40,False
O'MALLEY ON THE GREEN - BAR #2,100,2017,4,False
GWENNIES RESTAURANT,94,2008,126,False
HOLIDAY STATION STORE #610,97,2017,30,False
FRED MEYER - RETAIL STORE,95,2015,49,False
CARRS #1807- RETAIL MEAT,96,2002,23,False
NEW SAGAYA MIDTOWN MARKET - SALAD,100,2015,41,False
"FALAFEL KING, THE",82,2007,61,False
MIRROR LAKE MIDDLE SCHOOL,100,2007,47,False
CARRS #1817 - DELI,92,2006,72,False
WENDY'S #2,93,2016,59,True
SIS'S DELI & ESPRESSO BAR,85,2008,47,False
WENDY'S #1,89,2015,63,False
ORGANIC OASIS HEALTH FOODS,93,2007,96,False
HOMESTEAD ELEMENTARY SCHOOL,100,2004,38,False
5TH AVENUE DELI,83,2004,70,False
ALPINE DINER & BAKERY,97,2004,61,False
PEKING WOK,72,2007,271,False
KNIK LITTLE LEAGUE - S,94,2005,13,True
HOLIDAY STATIONSTORE #614 SNACK,90,2007,57,False
LUCKY KITCHEN,98,2015,47,False
VILLA PIZZA,82,2004,68,False
MCDONALD'S,90,2016,646,False
BRIGHT BEGINNINGS ELC-EAGLE RIVER,91,2007,69,False
CAMP FIRE - TRAILSIDE,100,2019,30,False
"BARNES & NOBLE BOOKSELLERS, INC",88,2006,36,False
JAVA HAUS,95,2018,14,True
LUCKY GROCERY & DELI,95,2016,13,False
CHESTER VALLEY SCHOOL,100,2001,37,False
ANCHORAGE SENIOR CENTER,90,2015,95,False
BONIFACE CHEVRON - SNACK BAR,95,2002,26,False
SILVERTIP GRILL,79,2004,62,False
MORNING STAR CHRISTIAN SCHOOL,86,2016,35,False
ROMIG MIDDLE SCHOOL,99,2016,37,False
BP EARLY LEARNING CENTER,100,2016,9,False
CAMP FIRE - HOMESTEAD,96,2002,34,False
INLET VIEW ELEMENTARY SCHOOL,99,2015,38,False
VILLAGE INN #1,90,2017,66,False
PEKING WOK,91,2017,271,False
UAA - CREEKSIDE COMMONS,100,2015,63,False
TOMMY'S BURGER STOP,91,2003,63,False
ESPRESSO ESPRESSIONS CAFE & EATERY,71,2009,110,False
FAIRFIELD INN & SUITES,90,2008,28,False
GARCIAS CANTINA & CAFE -BAR,95,2017,9,False
ESSENTIAL 1 POWER STOP,100,2016,44,False
HOLIDAY STATIONSTORE SNACKBAR #625,87,2016,36,False
JACK SPRAT,92,2007,34,False
CARRS #2628 -  FUELING STATION,100,2003,20,False
LEROY'S FAMILY RESTAURANT LLC,78,2017,48,False
ARIGATO,97,2015,79,False
HACIENDA MEXICAN REST./BAR,97,2003,22,False
OUTBACK STEAKHOUSE - BAR,93,2002,36,False
NEW SAGAYA MIDTOWN MARKET - DELI,92,2005,87,False
EL DORADO,91,2017,32,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,93,2015,34,False
PAPA JOHN'S PIZZA,88,2003,83,False
HOLIDAY STATIONSTORE #602,90,2004,25,False
NORTHSTAR RESIDENTIAL,100,2016,5,False
COMFORT SUITES -SPA,100,2016,26,False
UAA - CUDDY CENTER,86,2006,57,False
EAGLE RIVER HIGH SCHOOL,100,2017,32,False
JIMMY SUSHI,93,2016,43,False
CARRS #1812 - DELI,95,2008,46,False
GRANNY B'S CAFE,92,2009,61,False
CAPONE'S PIZZA,91,2007,61,False
BRANDIES,96,2004,34,False
RABBIT CREEK ELEMENTARY SCHOOL,100,2001,37,False
PANHANDLE BAR,93,2016,32,False
FAIRFIELD INN & SUITES,100,2016,28,False
RED ROBIN RESTAURANT DIMOND,95,2000,61,False
BEAR VALLEY ELEMENTARY,100,2015,38,False
SUBWAY OF ALASKA #17981,85,2003,41,False
NEW SAGAYA'S MIDTOWN MARKET - MEAT,100,2004,22,False
DIMOND HIGH SCHOOL STORE/COFFEE SHOP,100,2015,14,False
STARBUCKS,100,2015,20,False
BLACK BEAR COFFEE COMPANY,94,2006,55,False
BLUE FOX BAR,98,2007,23,False
H2OASIS ACTIVITY POOL,100,2015,56,False
VILLAGE INN #1,88,2007,66,False
ROCHELLE'S ICE CREAM - S,97,2003,17,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,99,2005,34,False
SUBWAY OF ALASKA #4802,98,2003,37,False
GALLO'S MEXICAN RESTAURANT,79,2018,274,False
MEARS MIDDLE SCHOOL,100,2002,39,False
JALAPENOS MEXICAN RESTAURANT,83,2016,104,False
MIKE'S QUALITY MEATS,100,2001,47,False
CAMP FIRE - LAKE OTIS,100,2015,25,False
WESTMARK - SOLSTICE CAFE LOUNGE,93,2004,16,False
DING HOW RESTAURANT,87,2006,196,False
KIDS' CORP - EAST,100,2003,28,False
PEKING WOK,89,2006,271,False
NEW CONCEPTS I - AL,100,2015,2,False
PETROLEUM CLUB OF ANCH. - BAR,93,2007,22,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,100,2001,34,False
EAGLE RIVER RESTAURANT & ALE HOUSE,96,2017,25,False
FLIGHT DECK BAR,98,2006,29,False
VIP DBA YOUNG BIN RESTAURANT,85,2007,115,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,95,2009,34,False
BENIHANA RESTAURANT,96,2007,83,False
STARBUCKS-TICKET COUNTER,96,2009,31,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,95,2008,34,False
CLITHEROE REHAB CENTER,99,2001,55,False
BEAR MOUNTAIN GRILL,93,2007,81,False
CARRS #1805 - DELI,94,2017,86,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,97,2000,34,True
CARTEE COMPLEX CONCESSION (S),93,2016,15,True
THE BAKE SHOP,100,2017,8,False
49TH STATE BREWERY,88,2017,13,False
JITTERS - WHERE COFFEE IS AN ART,94,2016,28,False
CARRS #1805 - SALAD BAR,95,2006,40,False
"CLUB SINROCK, LLC",91,2006,25,False
HOLIDAY STATIONSTORE #631 SNACKBAR,91,2001,51,False
HOLIDAY STATIONSTORE DELI #638,91,2016,40,False
MB CORP DBA FAMOUS WOK DIMOND,93,2018,6,False
BLACK BEAR COFFEE COMPANY,90,2016,55,False
SPRING HILL ELEM CAFETERIA,100,2004,37,False
GOLDEN CORRAL,90,2008,114,False
CAMP FIRE - NUNAKA VALLEY,98,2017,43,False
SUBWAY OF ALASKA #17981,92,2005,41,False
CENTER CAFE,97,2006,90,False
AWAIC,93,2017,50,False
CARRS #1805 - ORIENT EXPRESS,96,2015,75,False
DENALI ELEMENTARY SCHOOL,100,2017,36,False
CALIENTA,93,2018,7,False
JITTERS,98,2006,54,False
VIP DBA YOUNG BIN RESTAURANT,81,2009,115,False
ANCHORAGE COMMUNITY YMCA EAGLE RVR,100,2017,18,False
JIMMY SUSHI,82,2016,43,False
CARRS #1817 - DELI,91,2009,72,False
CAPTAIN COOK - CROWS NEST,97,2006,28,False
HOLIDAY STATIONSTORE #632 SNACK,92,2017,34,False
TACO KING #2,100,2007,89,False
GORSUCH BOY SCOUT CAMP,95,2017,34,False
MCDONALD'S,87,2008,646,False
CLARK MIDDLE SCHOOL,96,2003,40,False
ESPRESSO ESPRESSIONS CAFE & EATERY,100,2015,110,False
HOLIDAY STATION STORE #601 SNACK,97,2017,52,False
AFC SUSHI #18 @ FRED MEYER #18,98,2007,51,False
HOLIDAY STATIONSTORE #631 SNACKBAR,93,2006,51,False
CHAIR 5,97,2004,72,False
PETERS CREEK CHEVRON GROCERY & LIQU,96,2016,41,False
"ALASKA CLUB EAST - DECK, THE",100,2009,46,False
DGS COFFEE,96,2016,12,False
CARRS #1813 - SALAD BAR,97,2005,52,False
NORTHSTAR RESIDENTIAL,100,2017,5,False
MULDOON PIZZA,92,2016,63,False
RAVENWOOD ELEMENTARY CAFETERIA,100,2004,37,False
CARRS #520 -  DELI,87,2003,80,False
BELLA VISTA,95,2015,56,False
CARRS #1809 - SALAD BAR,94,2007,34,False
DQ GRILL & CHILL,100,2017,14,False
KING CAREER CENTER,97,2018,28,False
TWIN DRAGON,96,2005,127,False
DOMINO'S PIZZA,90,2017,11,False
TACO KING #2,96,2004,89,False
HARD ROCK CAFE - REST,100,2015,5,False
PANDA EXPRESS #2579,89,2016,19,False
RONNIE,87,2017,95,False
SHAKA SHACK,87,2017,16,False
TESORO - SEWARD HWY,97,2015,6,False
STRAIGHT OUT OF PHILLY ALASKA LLC,97,2001,53,False
CARRS #1817 - DELI,94,2008,72,False
SOUPER BOWL,89,2007,59,False
SICILY'S PIZZA,83,2009,323,False
ALASKA ZOO,100,2017,31,False
GOLDENVIEW MIDDLE SCHOOL,100,2007,38,False
JAVA THE HUT,88,2007,79,False
TUDOR ELEMENTARY SCHOOL,100,2002,39,False
L'AROMA BAKERY & DELI - RESTAURANT,97,2008,161,False
TINKERS RAIN FOREST DELI,100,2004,29,False
JAVA THE HUT,100,2002,79,False
CHINA LIGHTS ORIENTAL CUISINE LLC,85,2007,178,False
BANGKOK CAFE RESTAURANT,98,2017,5,False
FRED MEYER - DELI,89,2008,189,False
HOLIDAY STATION STORE #610,100,2004,30,False
TIME OUT LOUNGE,89,2016,15,False
SUBWAY -WAL-MART DEBARR,91,2017,19,False
HEAVENLY CUP - NEW BLDG,87,2009,32,False
HOLIDAY STATIONSTORE #630,94,2000,31,False
THAI DELIGHT RESTAURANT,90,2017,14,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,100,2000,34,False
GOLDEN CORRAL,90,2015,114,False
PARACHUTE MINISTRIES DBA PARACHUTES TEEN CLUB & RESOURCE CENTER,100,2017,4,False
NORTHSTAR RESIDENTIAL,100,2018,5,False
PIZZA MAN #1,94,2016,83,False
MEKONG RESTAURANT,92,2017,86,False
WENDY'S #1,100,2005,63,False
CARRS #1812 - SALAD BAR,95,2005,36,False
GINGER,91,2009,58,False
THAI VILLAGE RESTAURANT,93,2005,85,False
PIPER'S RESTAURANT,95,2001,113,False
GOLDEN GATE,86,2006,67,False
BASKIN ROBBINS #8046,84,2015,54,False
BEAR MOUNTAIN ESPRESSO,96,2017,53,False
ALPENGLOW ELEMENTARY,100,2004,39,False
KILLER BEE'S ESPRESSO,86,2006,27,False
KALADI BROTHERS COFFEE - DOWNSTAIRS,90,2007,30,False
SOUTHSIDE STRENGTH AND FITNESS,98,2017,9,False
BOOM BA LADDY DBA KRISTINE'S FLOWERS & CATERING,100,2017,13,True
CAFE AMSTERDAM,85,2005,49,False
ANCHORAGE COMMUNITY YMCA - BAYSHORE,100,2018,11,False
ALEX HOTEL & SUITES,93,2018,11,False
COLD STONE CREAMERY,100,2017,92,False
GARCIAS CANTINA & CAFE -BAR,95,2017,9,False
PANDA RESTAURANT,86,2017,27,False
SUBWAY OF ALASKA #3379,91,2000,55,False
RONNIE SUSHI 2,91,2016,79,False
JUDY'S CAFE,84,2006,55,False
SUBWAY OF ALASKA #3379,89,2004,55,False
CHUGACH OPTIONAL ELEMENTARY SCHOOL,98,2003,38,False
CARRS #1813 - BAKERY,97,2018,32,False
KOBE TEPPAYAKI HOUSE,93,2004,151,False
CARRS #1807 - ORIENT EXPRESS,93,2007,47,False
"ARC ESPRESSO, THE",100,2003,31,False
PANCHO'S VILLA LOUNGE,93,2006,27,False
FRED MEYER - STARBUCKS,88,2002,82,False
HOLIDAY STATION STORE #601 SNACK,89,2004,52,False
LUIGI'S PIZZA,70,2005,117,False
BENSON SECONDARY SCHOOL,100,2016,43,False
JUDY'S CAFE,84,2006,55,False
GOLDEN CORRAL,90,2016,114,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,99,2016,34,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,100,2006,34,False
"CHILDREN'S LUNCHBOX, THE",98,2007,13,False
TACO KING IV,93,2016,41,True
CARRS #1813 - SALAD BAR,97,2017,52,False
NEW SAGAYA'S MIDTOWN MARKET - MEAT,100,2002,22,False
RED ROBIN RESTAURANT DIMOND,97,2018,61,False
CARRS #1812 - SALAD BAR,91,2000,36,False
PETROLEUM CLUB OF ANCHORAGE,94,2009,68,False
VILLAGE INN #2,86,2017,81,False
T.G.I. FRIDAYS,100,2015,68,False
FOUNTAIN CHEVRON GROCERY,100,2016,15,False
ANCHORAGE MONTESSORI SCHOOL,100,2016,18,False
TESORO -SPENARD SNACK,96,2018,5,False
FROSTED MOOSE,100,2015,1,False
FRED MEYER - BAKERY,99,2016,88,False
CARRS #2628 - ORIENT EXPRESS,95,2009,37,False
WILLIAM TYSON ELEMENTARY,100,2003,38,False
AKEELA  INC  STEPPING STONES,100,2016,10,False
JAVA THE HUT,78,2006,79,False
JAVA THE HUT,97,2004,79,False
ALASKA HOUSE OF COFFEE INC DBA JAMMIN JAVA,92,2018,9,False
KALADI BROS. COFFEE,86,2006,48,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,100,2003,34,False
RABBIT CREEK ELEMENTARY SCHOOL,100,2006,37,False
TUDOR ELEMENTARY SCHOOL,100,2009,39,False
CAPTAIN COOK - CROWS NEST BAR,100,2007,17,False
PETROLEUM CLUB OF ANCH. - BAR,100,2001,22,False
UAA - CUDDY CENTER,98,2003,57,False
ANCHORAGE GOSPEL RESCUE MISSION,100,2016,6,False
HOLIDAY STATIONSTORE #637 SNACKBAR,89,2001,39,False
SCENIC PARK ELEMENTARY SCHOOL,100,2008,38,False
MCDONALD'S,100,2008,646,False
BRIGHT BEGINNINGS ELC-EAGLE RIVER,100,2004,69,False
FRED MEYER - DELI,92,2017,189,False
ALPENGLOW ELEMENTARY,100,2008,39,False
ANCHORAGE COMMUNITY YMCA - POOL,100,2000,53,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,100,2017,34,False
CAFFE DARTE - CAMELOT,96,2016,25,False
PANCHO'S VILLA,92,2000,62,False
MOOSE A'LA MODE,91,2019,10,False
JAVA THE HUT,78,2006,79,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,98,2019,34,False
TRAILSIDE ELEMENTARY SCHOOL,100,2004,38,False
CAPTAIN COOK - MAIN KITCHEN,91,2005,40,False
ESPRESSO ESPRESSIONS CAFE & EATERY,93,2016,110,False
PEKING WOK,95,2003,271,False
WILLIWAW ELEMENTARY SCHOOL,100,2007,38,False
UAA - CREEKSIDE COMMONS,100,2015,63,False
O'BRADY'S BURGERS #2,82,2009,58,False
WAL-MART  STORE #2071,90,2000,19,False
SUBWAY OF ALASKA #4803,88,2009,53,False
WALGREENS,100,2015,42,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,93,2015,34,False
SLEEPY DOG COFFEE CO,89,2007,68,False
BRADLEY HOUSE,96,2004,54,False
JJ'S SPORTS LOUNGE,95,2018,24,False
CHEPO'S,92,2009,83,False
TACO BELL #19953,94,2017,46,False
DOWNTOWN SHELL  A & W,92,2015,105,False
NORTH STAR/CHRIS KYLE PATRIOTS HOSPITAL,100,2002,34,False
HOLIDAY STATIONSTORE #637,99,2004,40,False
BLACK BEAR COFFEE COMPANY,90,2016,55,False
STARBUCKS - A/A BAGGAGE CLAIM,100,2016,5,False
SULLIVAN ARENA PIZZA STAND,89,2002,24,False
"NEW CENTRAL MARKET PROCESSING, THE",79,2007,98,False
DARWINS THEORY BAR,98,2006,15,False
PHO GRILL,83,2017,53,False
CARRS #1817 - ORIENT EXPRESS,100,2003,53,False
EARLY LEARNING FOR EVERYONE,100,2016,4,False
ANCHORAGE COMMUNITY YMCA - COLLEGE,100,2017,17,False
MOOSE A'LA MODE,91,2019,10,False
PITA PIT- SOUTH,93,2016,17,False
PETER'S SUSHI SPOT,86,2017,56,False
SUBWAY OF ALASKA #4803,93,2007,53,False
UAA ALASKA AIRLINES CRAFT & CARRY-M,99,2017,7,False
AUNTIE ANNE'S PRETZELS #AK102,100,2015,24,False
LUCKY MARKET,93,2009,31,False
HAMBURGER HAVEN,84,2007,129,False
SHINES ASIAN FUSION BISTRO,83,2017,54,False
SUBWAY STORE #23885,95,2006,26,False
POPEYES CHICKEN AND BISCUITS,85,2008,153,False
SICILY'S PIZZA,78,2006,323,False
TROPICAL LATIN FOOD,90,2016,63,False
JOJO'S HYPER BEAN LLC,93,2016,11,False
COSTCO WHOLESALE #63 - MEAT,100,2000,26,True
SUITE 100 RESTAURANT,93,2015,52,False
SOUTHSIDE BISTRO,97,2001,59,False
SPARE ROOM (HAROLD'S),95,2004,30,False
SARA'S TOO,93,2017,24,False
HOLIDAY STATIONSTORE #625,100,2009,36,False
H2OASIS ALASKA TUB,100,2017,58,False
ESSENTIAL 1 POWER STOP,100,2008,44,False
GINGER,93,2007,58,False
L'AROMA SOUTHSIDE,97,2015,45,False
CARRS #1817 - DELI,98,2017,72,False
DIMOND CENTER HOTEL - CAMEL ROCK,100,2016,22,False
CARRS #520 - BAKERY,89,2005,46,False
ORSO,88,2018,39,False
RAVENWOOD ELEMENTARY CAFETERIA,100,2006,37,False
COSTCO WHOLESALE #63,98,2004,23,False
JALAPENOS MEXICAN RESTAURANT,98,2005,104,False
"WILDERNESS EXPRESS, LLC - S",98,2016,4,False
OUTBACK STEAKHOUSE REST.,84,2016,124,False
5TH AVENUE DELI,88,2007,70,False
WINKYS WINGS,100,2016,37,False
PANDA RESTAURANT,86,2017,27,False
SALVATION ARMY - SERENDIPITY,100,2007,26,False
TOMMY'S BURGER STOP,99,2004,63,False
POPEYES CHICKEN AND BISCUITS,83,2009,153,False
DRAGON RESTAURANT,79,2004,191,False
HOLIDAY STATIONSTORE #631,96,2000,31,False
